Dataset Atlas Type Value
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.01547579490516112
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.010765681055165259
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.028556703230865517
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02114032191511334
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.020730855251678133
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.016370264445831905
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02598226420486177
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.019450784027721123
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.01811070572125713
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.042301074654640336
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.015523902992398659
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.031143882904754346
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.049913540086782615
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.01598160436343235
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.04047668039286131
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.01483290434308467
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.018388588065600606
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02793397765071193
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.014378478533703533
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.016417905095716646
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.0367910846000478
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.019231600351158215
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.027923474481507008
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.027554205516866836
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.023762411873341913
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02376027082448342
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.030892208042937172
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.029007953899237642
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.030773394899074043
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.023247667258387852
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.013538349428286595
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02178688949853929
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.011573344835206988
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02512329150407348
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.015295975558147457
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.018792235468016213
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.022668206356355348
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.01710326656416419
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.03912606945570892
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02733935412213985
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.030890018750193506
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.026276087635320328
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02365896148717664
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02651922313119065
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.028942266853048237
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.023906146405749826
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.022794526336014132
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.019822708685489226
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.025187776671620653
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.033206423336060865
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.027440227282442865
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02229133591666557
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.022015177765318125
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.01909111029890477
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.022355786903621947
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02585150965133643
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.012701381531748778
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.028920148030930168
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.03528379005865319
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.017597269167740796
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.026482444734562953
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.01602593886107889
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.017991082274683726
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02161535291513277
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.04081618832836426
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.027386723694333908
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02713998358779476
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.026840808463149082
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.023612408933997783
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.021764723178904998
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.0238213930636207
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.01650936491529126
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.01965776702901937
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.021987618404703813
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.0264345628213359
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.033218754969810596
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.0303312799638836
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02529458641604804
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.0354749684702992
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.01808810068388276
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.023517120420658212
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.021879997687989122
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.032300507077484206
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.009232702046674826
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02779083396300505
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.020941714426015983
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.01959635699757905
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.012103621183432344
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.03375377586367235
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.019560128141941843
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.019423558340908684
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.026932083047556496
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.0268083995616607
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.023137355494199572
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.03702560756733005
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.0299283239370374
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.027818943958082848
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.022382950451698577
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.034046157917870246
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02274700858663954
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.026509035456523
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.031427624279655675
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.023160714098505192
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.026267789793601778
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.01830198034449584
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02949275270021614
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.033624236804388606
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.03492121906073042
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.032283737676123525
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.019109390423603163
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.015702229389204302
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.03901665683424464
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.026125864604259627
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.024054475945330653
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.017847875264372082
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02435520215389891
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.026745619206951125
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02577040962741894
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.021846764625353655
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.0219560863674755
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02951114148088904
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.012453978973933476
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.026188965286324438
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02375341611354808
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02145522815146153
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.037753956125124874
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.017207177222160447
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.022733888667140566
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.022894856729685893
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.01909865548074244
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.03275503317464309
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.030809972717412596
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.0176044895847043
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.02773323613108264
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Hom 0.022120310767588136
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06721981534486407
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11312913081628402
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11739429989863291
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08196111897833668
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08556854895082398
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1282809393046731
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.24013156683336456
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.14706914392176262
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.07991101014163322
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.2639876624884394
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.05380752505187275
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09635407906996159
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.20228757828628324
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.07766160231499708
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.07668892738416692
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10804640188516447
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09837766570016242
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11453240699265703
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10549508301240416
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.13149596452132725
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.12257339247521724
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.12087958894610791
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.0949278576859262
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.07670365367544583
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.13707802280813222
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09354508159741078
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1244264457080863
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11601253299770745
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11072504482889799
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09404050258357585
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1476136421974913
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.0913511284462206
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06945544522330435
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10043584669100651
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11847434704117824
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.24467436139849696
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06508406687506248
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11951960568534437
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06750651150011575
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08864383983921499
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1145736265917959
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10198365021911608
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06923282734142214
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.045455392053599414
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11053850315788133
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.05740747180184517
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.16853397892074662
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09944961773488667
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08845070309467803
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.07980588771313654
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1431539369175215
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.13334083159446927
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10552912138572783
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.0985257700241586
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08441837943407705
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1462082563657001
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.05218965497839484
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.0886651688887933
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08651792723820532
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1377622555994758
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.23105888358089635
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.12814758022196768
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06745949184586647
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09260901145417316
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11909836802575176
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11970924140649378
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.07570509046140671
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06645026331704122
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.12406498048536768
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.14175050725945848
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10492743290828671
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10302861292792
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06826177218327635
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08259868224039785
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1680115128208269
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.15818880747269734
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.0749863093282285
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08076555888226
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.0890525736834602
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1489360158475562
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.15886943997288824
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09943642135133343
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.136402552125577
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10164946573402567
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1295622733941502
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1615012984269959
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.17846572902752678
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08541528636713497
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09721800059162228
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11667750263083433
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08690075674117341
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09947762868982638
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.20071599274155663
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1407369970673127
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.14909324229480425
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10381719381205037
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11282677508429315
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.12269871117858318
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08480150461453255
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09334037608697146
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.07458752293393053
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09641705835511194
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.12336326567935085
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.0616685057493248
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.2042324992211097
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08366956646982054
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.12149378518365289
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.13277240256077574
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11202348543482686
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.20352570925691055
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.07787342346474493
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10808718645715032
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06992580353256513
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09800929079243544
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.07156153494123445
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11823383692707416
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08725834712237371
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.12457614990728916
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11533429658671095
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06956310761590456
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06802418292082285
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1146069964629192
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09557565535862607
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.05066464368020405
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.17436939220338527
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10013651530086864
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09559642978992264
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10273845645411199
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.07766849675967054
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.14699637998263526
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08258593823702591
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1184814848365365
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1149930625468255
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09303847081220194
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.05999781974763579
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10020305536961047
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10104277059362912
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11111610567491861
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08609237053040375
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10475144684858598
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06485592915871248
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06279065791473637
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.21715680740544555
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.17176430105652465
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11410099736081432
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1199514696393875
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1014538438574777
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.13423744292001982
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1014445983730692
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.20392987640875557
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10793563300374621
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.2196002816837837
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.07803776623496904
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06918059529542177
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08914289688861878
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.14811325330908068
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.12005834109770103
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09138682323035459
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08462605665773483
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.05052065672565814
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.23671535534768876
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.17066603226916394
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.12016652051794513
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.07515227881492094
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.12014311374076614
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11371631392327361
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1372847617399418
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10307935406328009
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.10585093298089288
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06118974018443498
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11843865677369339
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11064265877665724
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.14730510597376653
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.06559284680892596
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1010922282538717
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.059215543996055144
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09477918349598484
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.23234112777537488
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1397050026840184
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.15471050022315047
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.12693015440578698
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11851178556296411
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09825376061075215
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.20584807665798652
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.07337716906435443
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.05042906951998297
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.21217361111069524
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.12382509644607492
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1418274719504868
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.16449769714405826
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.12975076234132454
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.08796069790793805
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1421469522379307
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11442701750887027
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.11036520739886935
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.09273123526919737
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.07130025186935657
SWU4 Desikan_space-MNI152NLin6_res-2x2x2 Contra 0.1668204547980689
